Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,playerid
David Villar,SFG,26.30%,68.80%,44.20%,43.20%,75.00%,64.10%,42.20%,68.50%,15.90%,17.10%,33.00%,24782
