pitch_id,pitcher_id,pa_of_inning,pitch_of_pa,inning,outs,balls,strikes,batter_side,pitcher_throws,pitch_type,pitch_call,rel_speed,spin_rate,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,strike_prob,runner_on_first_id,runner_on_second_id,runner_on_third_id,post_runner_on_first_id,post_runner_on_second_id,post_runner_on_third_id,hit_type,play_result,direction,exit_speed,angle,distance,bearing,venue
343a0067-e248-4c59-a463-3c8efba4a088,player_a,1,2,7,0,1,0,right,right,four_seam,strike_called,93.738862,2504.570511,1:30,5.793397,2.184989,5.959686,-17.016827,14.910646,9.935541,2.886828,-0.58604,0.941833854,,,,676627,,,,,,,,,,The Diamond
6ac6a2db-f21b-4d2d-a90e-a1fa097ba76c,player_a,5,4,4,2,2,1,right,right,cutter,strike_swinging,85.31396,2492.021312,7:30,5.51154,2.1369,5.39114,-44.03817,-4.60128,-5.82307,1.54375,-0.10136,0.349500626,686251,686452,,,,,,,,,,,,FNBField
591e759c-3de0-4198-b60a-4942f5fe28de,player_b,3,3,3,2,0,2,left,left,slider,strike_called,79.40954679,2673.950823,4:45,5.937737087,-2.014210958,5.639722093,-49.15171257,-5.184791354,11.52108834,2.509450111,0.724298618,0.655974388,,,,,,,,,,,,,,Sutter Health Park
14e39894-4da9-4883-b0c2-8314f8e690e7,player_a,1,4,1,0,2,1,left,right,changeup,ball_called,87.12905,1593.6689,3:15,5.42754,2.61987,5.5741,-38.44653,-0.88049,12.91069,0.62876,-1.52955,0.003036231,,,,677588,,,,,,,,,,CanalPark
13da37ed-ede5-4dda-abf8-9eed1ff367ef,player_b,3,4,4,1,0,2,left,left,slider,ball_called,80.94669084,2792.969509,5:30,5.90941638,-1.812943678,5.641999643,-46.4928036,-4.155160982,11.60947106,-0.452184491,1.246112673,0.000313208,,,,,,,,,,,,,,Sutter Health Park
689b083b-ad99-4829-ae2d-fe963d3f354d,player_b,5,2,6,1,0,1,right,left,slider,strike_swinging,82.80543948,2833.522211,5:00,5.677332757,-1.846494672,5.65671435,-38.07112082,1.153207042,7.46310843,0.757134837,1.270856246,0.001141719,660650,672478,642456,660650,672478,642456,,,,,,,,Las Vegas Ballpark
88ab12f8-4e8c-496a-8af5-d548d54baecb,player_a,1,1,4,0,0,0,right,right,slider,strike_called,83.25564,2493.947354,7:45,5.54306,2.06269,5.08381,-49.3119,-7.47941,-12.02245,3.27831,-0.01874,0.848522842,,,,687401,,,,,,,,,,PrinceGeorge
cf82c4da-803e-41c8-8282-888408b21b3b,player_a,2,2,3,1,1,0,right,right,cutter,ball_called,83.745066,2537.600018,8:00,5.616507,1.864727,5.869473,-44.124039,-4.084853,-5.103012,2.028602,1.456283,0.017563598,,,,,,,,,,,,,,UPMC Park
586722a7-f889-4dc8-9336-125c423ad283,player_a,7,1,4,1,0,0,left,right,slider,ball_called,84.940373,2466.613588,7:45,5.515851,2.090213,5.604711,-38.68166,-0.199793,-10.641214,3.28817,0.974897,0.266478777,,686659,687588,,686659,687588,,,,,,,,The Diamond
68511e45-1771-456f-b48c-d1840bd389a7,player_b,5,4,5,2,1,2,right,left,four_seam,foul_ball,95.29395276,2243.837728,10:30,5.687734362,-2.323825224,5.770312152,-15.7079738,13.09147823,-7.538797585,2.998010613,-1.053978129,0.227891847,605504,,683021,605504,,683021,,foul_ball,172.1765823,82.0763276,8.877512442,136.0301308,172.0411639,Smith's Ballpark
47cf72ee-0f02-4360-8b9b-5d57c4dc0a20,player_a,4,1,4,2,0,0,right,right,four_seam,ball_called,93.075273,2548.295192,1:00,5.451324,1.858601,5.858047,-22.994684,9.217693,2.4899,3.583046,0.131372,0.125832796,,,,,,,,,,,,,,UPMC Park
6e78b36a-113e-4d51-9465-f7b3cafa740d,player_b,5,5,6,2,3,1,right,left,changeup,ball_called,85.24943078,2140.631084,9:30,5.284211671,-2.556833142,5.634118473,-34.39192882,3.684373397,-18.47609439,3.186419064,-2.152705378,0.001225254,666150,645444,,671083,666150,645444,,,,,,,,Sutter Health Park
b65aedd1-e2ee-4d15-9da3-f298706e14d7,player_a,3,2,5,1,0,1,right,right,curveball,ball_called,82.80586,2245.888294,7:00,5.51094,2.27602,4.95575,-52.57816,-9.94626,-7.77044,3.21823,0.86371,0.457861066,681393,,,681393,,,,,,,,,,PrinceGeorge
caf6af39-0905-4154-b624-65dd3c38c89c,player_a,4,4,5,2,1,2,right,right,four_seam,strike_swinging,94.63893,2515.851806,1:15,5.53184,2.4009,5.87765,-16.80085,14.70802,11.65935,2.53131,0.04875,0.950125515,682657,,,,,,,,,,,,,CanalPark
